customer_id,region_id,datetime,hour,day_of_week,is_weekend,holiday,temperature,peak_hour,tariff,customer_profile,consumption_kwh,alert
1,R1,7/3/2025 18:00,18,3,0,0,29.3,1,high,normal,0.931,normal
1,R1,7/3/2025 19:00,19,3,0,0,34.4,1,high,normal,0.969,normal
1,R1,7/3/2025 20:00,20,3,0,0,30.9,1,high,normal,0.681,normal
1,R1,7/3/2025 21:00,21,3,0,0,33.9,1,high,normal,0.653,normal
1,R1,7/3/2025 22:00,22,3,0,0,29.7,1,high,normal,0.688,normal
1,R1,7/3/2025 23:00,23,3,0,0,30.2,0,normal,normal,0.391,normal
1,R1,7/4/2025 0:00,0,4,1,1,22.2,0,low,normal,0.292,normal
1,R1,7/4/2025 1:00,1,4,1,1,23,0,low,normal,0.298,normal
1,R1,7/4/2025 2:00,2,4,1,1,24,0,low,normal,0.593,normal
1,R1,7/4/2025 3:00,3,4,1,1,25.8,0,low,normal,0.298,normal
1,R1,7/4/2025 4:00,4,4,1,1,23.6,0,low,normal,0.845,normal
1,R1,7/4/2025 5:00,5,4,1,1,24.6,0,low,normal,0.299,normal
1,R1,7/4/2025 6:00,6,4,1,1,29.6,0,low,normal,0.512,normal
1,R1,7/4/2025 7:00,7,4,1,1,27.3,0,normal,normal,0.539,normal
1,R1,7/4/2025 8:00,8,4,1,1,30,0,normal,normal,0.541,normal
1,R1,7/4/2025 9:00,9,4,1,1,27.4,0,normal,normal,0.449,normal
1,R1,7/4/2025 10:00,10,4,1,1,32.3,0,normal,normal,0.464,normal
1,R1,7/4/2025 11:00,11,4,1,1,31.5,0,normal,normal,0.477,normal
1,R1,7/4/2025 12:00,12,4,1,1,37,0,normal,normal,0.512,normal
1,R1,7/4/2025 13:00,13,4,1,1,39.1,0,normal,normal,0.579,normal
1,R1,7/4/2025 14:00,14,4,1,1,34.9,0,normal,normal,0.609,normal
1,R1,7/4/2025 15:00,15,4,1,1,39.6,0,normal,normal,0.561,normal
1,R1,7/4/2025 16:00,16,4,1,1,40.6,0,normal,normal,0.953,normal
1,R1,7/4/2025 17:00,17,4,1,1,40.6,1,high,normal,1.072,normal
1,R1,7/4/2025 18:00,18,4,1,1,30,1,high,normal,1.012,normal
1,R1,7/4/2025 19:00,19,4,1,1,29.8,1,high,normal,0.997,normal
1,R1,7/4/2025 20:00,20,4,1,1,31.6,1,high,normal,0.868,normal
1,R1,7/4/2025 21:00,21,4,1,1,34.8,1,high,normal,0.853,normal
1,R1,7/4/2025 22:00,22,4,1,1,34.4,1,high,normal,0.886,normal
1,R1,7/4/2025 23:00,23,4,1,1,30.5,0,normal,normal,0.467,normal
1,R1,7/5/2025 0:00,0,5,1,0,25.1,0,low,normal,0.279,normal
1,R1,7/5/2025 1:00,1,5,1,0,25.7,0,low,normal,0.257,normal
1,R1,7/5/2025 2:00,2,5,1,0,23,0,low,normal,0.287,normal
1,R1,7/5/2025 3:00,3,5,1,0,25.3,0,low,normal,0.287,normal
1,R1,7/5/2025 4:00,4,5,1,0,23.1,0,low,normal,0.287,normal
1,R1,7/5/2025 5:00,5,5,1,0,23.4,0,low,normal,0.256,normal
1,R1,7/5/2025 6:00,6,5,1,0,28.2,0,low,normal,0.49,normal
1,R1,7/5/2025 7:00,7,5,1,0,30,0,normal,normal,0.476,normal
1,R1,7/5/2025 8:00,8,5,1,0,32.1,0,normal,normal,0.51,normal
1,R1,7/5/2025 9:00,9,5,1,0,30.2,0,normal,normal,0.45,normal
1,R1,7/5/2025 10:00,10,5,1,0,27.7,0,normal,normal,0.433,normal
1,R1,7/5/2025 11:00,11,5,1,0,28.5,0,normal,normal,0.415,normal
1,R1,7/5/2025 12:00,12,5,1,0,38.5,0,normal,normal,0.407,normal
1,R1,7/5/2025 13:00,13,5,1,0,38.7,0,normal,normal,0.463,normal
1,R1,7/5/2025 14:00,14,5,1,0,38.6,0,normal,normal,0.569,normal
1,R1,7/5/2025 15:00,15,5,1,0,34.6,0,normal,normal,0.492,normal
1,R1,7/5/2025 16:00,16,5,1,0,40,0,normal,normal,1.059,normal
1,R1,7/5/2025 17:00,17,5,1,0,41.3,1,high,normal,1.107,normal
1,R1,7/5/2025 18:00,18,5,1,0,31.6,1,high,normal,0.983,normal
1,R1,7/5/2025 19:00,19,5,1,0,33,1,high,normal,0.9,normal
1,R1,7/5/2025 20:00,20,5,1,0,34.4,1,high,normal,0.763,normal
1,R1,7/5/2025 21:00,21,5,1,0,32.5,1,high,normal,0.766,normal
1,R1,7/5/2025 22:00,22,5,1,0,32.7,1,high,normal,0.785,normal
1,R1,7/5/2025 23:00,23,5,1,0,33,0,normal,normal,0.412,normal
1,R1,7/6/2025 0:00,0,6,1,0,23,0,low,normal,0.264,normal
1,R1,7/6/2025 1:00,1,6,1,0,24.3,0,low,normal,0.261,normal
1,R1,7/6/2025 2:00,2,6,1,0,25.4,0,low,normal,0.261,normal
1,R1,7/6/2025 3:00,3,6,1,0,23.2,0,low,normal,0.262,normal
1,R1,7/6/2025 4:00,4,6,1,0,25.6,0,low,normal,0.249,normal
1,R1,7/6/2025 5:00,5,6,1,0,24.5,0,low,normal,0.26,normal
1,R1,7/6/2025 6:00,6,6,1,0,29.5,0,low,normal,0.475,normal
1,R1,7/6/2025 7:00,7,6,1,0,30.7,0,normal,normal,0.451,normal
1,R1,7/6/2025 8:00,8,6,1,0,29.4,0,normal,normal,0.512,normal
1,R1,7/6/2025 9:00,9,6,1,0,32,0,normal,normal,0.407,normal
1,R1,7/6/2025 10:00,10,6,1,0,29.9,0,normal,normal,0.374,normal
1,R1,7/6/2025 11:00,11,6,1,0,32.4,0,normal,normal,0.411,normal
1,R1,7/6/2025 12:00,12,6,1,0,38.1,0,normal,normal,0.378,normal
1,R1,7/6/2025 13:00,13,6,1,0,39.3,0,normal,normal,0.502,normal
1,R1,7/6/2025 14:00,14,6,1,0,42,0,normal,normal,0.568,normal
1,R1,7/6/2025 15:00,15,6,1,0,35.2,0,normal,normal,0.54,normal
1,R1,7/6/2025 16:00,16,6,1,0,39.9,0,normal,normal,0.931,normal
1,R1,7/6/2025 17:00,17,6,1,0,35.1,1,high,normal,0.833,normal
1,R1,7/6/2025 18:00,18,6,1,0,33.9,1,high,normal,0.857,normal
1,R1,7/6/2025 19:00,19,6,1,0,32.2,1,high,normal,1.042,normal
1,R1,7/6/2025 20:00,20,6,1,0,34.6,1,high,normal,0.769,normal
1,R1,7/6/2025 21:00,21,6,1,0,34.1,1,high,normal,0.745,normal
1,R1,7/6/2025 22:00,22,6,1,0,28.5,1,high,normal,0.825,normal
1,R1,7/6/2025 23:00,23,6,1,0,29,0,normal,normal,0.423,normal
1,R1,7/7/2025 0:00,0,0,0,0,24.4,0,low,normal,0.232,normal
1,R1,7/7/2025 1:00,1,0,0,0,24.1,0,low,normal,0.221,normal
1,R1,7/7/2025 2:00,2,0,0,0,22.7,0,low,normal,0.244,normal
1,R1,7/7/2025 3:00,3,0,0,0,22.5,0,low,normal,0.233,normal
1,R1,7/7/2025 4:00,4,0,0,0,24.3,0,low,normal,0.231,normal
1,R1,7/7/2025 5:00,5,0,0,0,22.2,0,low,normal,0.231,normal
1,R1,7/7/2025 6:00,6,0,0,0,32.2,0,low,normal,0.438,normal
1,R1,7/7/2025 7:00,7,0,0,0,31.8,0,normal,normal,0.413,normal
1,R1,7/7/2025 8:00,8,0,0,0,31.7,0,normal,normal,0.439,normal
1,R1,7/7/2025 9:00,9,0,0,0,27.1,0,normal,normal,0.378,normal
1,R1,7/7/2025 10:00,10,0,0,0,27.3,0,normal,normal,0.353,normal
1,R1,7/7/2025 11:00,11,0,0,0,30.3,0,normal,normal,0.343,normal
1,R1,7/7/2025 12:00,12,0,0,0,42,0,normal,normal,0.35,normal
1,R1,7/7/2025 13:00,13,0,0,0,36.7,0,normal,normal,0.469,normal
1,R1,7/7/2025 14:00,14,0,0,0,36.8,0,normal,normal,0.476,normal
1,R1,7/7/2025 15:00,15,0,0,0,35.1,0,normal,normal,0.409,normal
1,R1,7/7/2025 16:00,16,0,0,0,39.4,0,normal,normal,0.869,normal
1,R1,7/7/2025 17:00,17,0,0,0,39.2,1,high,normal,0.939,normal
1,R1,7/7/2025 18:00,18,0,0,0,28.7,1,high,normal,0.845,normal
1,R1,7/7/2025 19:00,19,0,0,0,31.3,1,high,normal,0.808,normal
1,R1,7/7/2025 20:00,20,0,0,0,32.7,1,high,normal,0.672,normal
1,R1,7/7/2025 21:00,21,0,0,0,31.5,1,high,normal,0.672,normal
1,R1,7/7/2025 22:00,22,0,0,0,32.7,1,high,normal,0.781,normal
1,R1,7/7/2025 23:00,23,0,0,0,33.7,0,normal,normal,0.391,normal
1,R1,7/8/2025 0:00,0,1,0,0,24.7,0,low,normal,0.292,normal
1,R1,7/8/2025 1:00,1,1,0,0,24.5,0,low,normal,0.287,normal
1,R1,7/8/2025 2:00,2,1,0,0,25.4,0,low,normal,0.274,normal
1,R1,7/8/2025 3:00,3,1,0,0,25.6,0,low,normal,0.289,normal
1,R1,7/8/2025 4:00,4,1,0,0,23.6,0,low,normal,0.268,normal
1,R1,7/8/2025 5:00,5,1,0,0,22.7,0,low,normal,0.275,normal
1,R1,7/8/2025 6:00,6,1,0,0,31.9,0,low,normal,0.494,normal
1,R1,7/8/2025 7:00,7,1,0,0,28.3,0,normal,normal,0.508,normal
1,R1,7/8/2025 8:00,8,1,0,0,32.6,0,normal,normal,0.565,normal
1,R1,7/8/2025 9:00,9,1,0,0,27.1,0,normal,normal,0.39,normal
1,R1,7/8/2025 10:00,10,1,0,0,32.5,0,normal,normal,0.445,normal
1,R1,7/8/2025 11:00,11,1,0,0,30.5,0,normal,normal,0.395,normal
1,R1,7/8/2025 12:00,12,1,0,0,40.2,0,normal,normal,0.42,normal
1,R1,7/8/2025 13:00,13,1,0,0,37.2,0,normal,normal,0.519,normal
1,R1,7/8/2025 14:00,14,1,0,0,41.9,0,normal,normal,0.532,normal
1,R1,7/8/2025 15:00,15,1,0,0,35.8,0,normal,normal,0.586,normal
1,R1,7/8/2025 16:00,16,1,0,0,36.1,0,normal,normal,0.888,normal
1,R1,7/8/2025 17:00,17,1,0,0,34.4,1,high,normal,0.978,normal
1,R1,7/8/2025 18:00,18,1,0,0,34.6,1,high,normal,0.933,normal
1,R1,7/8/2025 19:00,19,1,0,0,31.2,1,high,normal,1.091,normal
1,R1,7/8/2025 20:00,20,1,0,0,32.7,1,high,normal,0.767,normal
1,R1,7/8/2025 21:00,21,1,0,0,32.8,1,high,normal,0.719,normal
1,R1,7/8/2025 22:00,22,1,0,0,34.1,1,high,normal,0.754,normal
1,R1,7/8/2025 23:00,23,1,0,0,32.7,0,normal,normal,0.493,normal
1,R1,7/9/2025 0:00,0,2,0,0,24.2,0,low,normal,0.248,normal
1,R1,7/9/2025 1:00,1,2,0,0,24.8,0,low,normal,0.256,normal
1,R1,7/9/2025 2:00,2,2,0,0,25,0,low,normal,0.231,normal
1,R1,7/9/2025 3:00,3,2,0,0,22.7,0,low,normal,0.264,normal
1,R1,7/9/2025 4:00,4,2,0,0,22.4,0,low,normal,0.268,normal
1,R1,7/9/2025 5:00,5,2,0,0,22.3,0,low,normal,0.257,normal
1,R1,7/9/2025 6:00,6,2,0,0,29.2,0,low,normal,0.496,normal
1,R1,7/9/2025 7:00,7,2,0,0,30,0,normal,normal,0.427,normal
1,R1,7/9/2025 8:00,8,2,0,0,30.7,0,normal,normal,0.5,normal
1,R1,7/9/2025 9:00,9,2,0,0,32.7,0,normal,normal,0.375,normal
1,R1,7/9/2025 10:00,10,2,0,0,29,0,normal,normal,0.364,normal
1,R1,7/9/2025 11:00,11,2,0,0,31.6,0,normal,normal,0.385,normal
1,R1,7/9/2025 12:00,12,2,0,0,38.3,0,normal,normal,0.426,normal
1,R1,7/9/2025 13:00,13,2,0,0,35.8,0,normal,normal,0.37,normal
1,R1,7/9/2025 14:00,14,2,0,0,38.9,0,normal,normal,0.428,normal
1,R1,7/9/2025 15:00,15,2,0,0,41.7,0,normal,normal,0.527,normal
1,R1,7/9/2025 16:00,16,2,0,0,35,0,normal,normal,0.871,normal
1,R1,7/9/2025 17:00,17,2,0,0,38.1,1,high,normal,0.849,normal
1,R1,7/9/2025 18:00,18,2,0,0,28.4,1,high,normal,0.84,normal
1,R1,7/9/2025 19:00,19,2,0,0,30.2,1,high,normal,0.944,normal
1,R1,7/9/2025 20:00,20,2,0,0,32.3,1,high,normal,0.726,normal
1,R1,7/9/2025 21:00,21,2,0,0,33.9,1,high,normal,0.717,normal
1,R1,7/9/2025 22:00,22,2,0,0,33.1,1,high,normal,0.688,normal
1,R1,7/9/2025 23:00,23,2,0,0,31.2,0,normal,normal,0.413,normal
1,R1,7/10/2025 0:00,0,3,0,0,25.6,0,low,normal,0.252,normal
1,R1,7/10/2025 1:00,1,3,0,0,23.2,0,low,normal,0.259,normal
1,R1,7/10/2025 2:00,2,3,0,0,25,0,low,normal,0.271,normal
1,R1,7/10/2025 3:00,3,3,0,0,23.9,0,low,normal,0.515,normal
1,R1,7/10/2025 4:00,4,3,0,0,25.6,0,low,normal,0.259,normal
1,R1,7/10/2025 5:00,5,3,0,0,25.2,0,low,normal,0.252,normal
1,R1,7/10/2025 6:00,6,3,0,0,32.4,0,low,normal,0.466,normal
1,R1,7/10/2025 7:00,7,3,0,0,28.3,0,normal,normal,0.454,normal
1,R1,7/10/2025 8:00,8,3,0,0,31,0,normal,normal,0.445,normal
1,R1,7/10/2025 9:00,9,3,0,0,31.4,0,normal,normal,0.392,normal
1,R1,7/10/2025 10:00,10,3,0,0,31.5,0,normal,normal,0.405,normal
1,R1,7/10/2025 11:00,11,3,0,0,30,0,normal,normal,0.379,normal
1,R1,7/10/2025 12:00,12,3,0,0,34.1,0,normal,normal,0.376,normal
1,R1,7/10/2025 13:00,13,3,0,0,36.1,0,normal,normal,0.512,normal
1,R1,7/10/2025 14:00,14,3,0,0,36.6,0,normal,normal,0.521,normal
1,R1,7/10/2025 15:00,15,3,0,0,40.8,0,normal,normal,0.551,normal
1,R1,7/10/2025 16:00,16,3,0,0,40.7,0,normal,normal,0.871,normal
1,R1,7/10/2025 17:00,17,3,0,0,34.8,1,high,normal,0.943,normal
1,R1,7/10/2025 18:00,18,3,0,0,34.6,1,high,normal,0.931,normal
1,R1,7/10/2025 19:00,19,3,0,0,29.3,1,high,normal,0.911,normal
1,R1,7/10/2025 20:00,20,3,0,0,30.9,1,high,normal,0.726,normal
1,R1,7/10/2025 21:00,21,3,0,0,29.5,1,high,normal,0.7,normal
1,R1,7/10/2025 22:00,22,3,0,0,34,1,high,normal,0.699,normal
1,R1,7/10/2025 23:00,23,3,0,0,33.2,0,normal,normal,0.433,normal
1,R1,7/11/2025 0:00,0,4,1,1,23.4,0,low,normal,0.517,normal
1,R1,7/11/2025 1:00,1,4,1,1,24.7,0,low,normal,0.3,normal
1,R1,7/11/2025 2:00,2,4,1,1,22.7,0,low,normal,0.314,normal
1,R1,7/11/2025 3:00,3,4,1,1,23.5,0,low,normal,0.292,normal
1,R1,7/11/2025 4:00,4,4,1,1,23.5,0,low,normal,0.314,normal
1,R1,7/11/2025 5:00,5,4,1,1,23,0,low,normal,0.296,normal
1,R1,7/11/2025 6:00,6,4,1,1,32.3,0,low,normal,0.569,normal
1,R1,7/11/2025 7:00,7,4,1,1,31.1,0,normal,normal,0.84,normal
1,R1,7/11/2025 8:00,8,4,1,1,28.7,0,normal,normal,0.542,normal
1,R1,7/11/2025 9:00,9,4,1,1,28.5,0,normal,normal,0.466,normal
1,R1,7/11/2025 10:00,10,4,1,1,27.1,0,normal,normal,0.477,normal
1,R1,7/11/2025 11:00,11,4,1,1,29.1,0,normal,normal,0.445,normal
1,R1,7/11/2025 12:00,12,4,1,1,38.2,0,normal,normal,0.512,normal
1,R1,7/11/2025 13:00,13,4,1,1,36.2,0,normal,normal,0.591,normal
1,R1,7/11/2025 14:00,14,4,1,1,39.6,0,normal,normal,0.594,normal
1,R1,7/11/2025 15:00,15,4,1,1,37.3,0,normal,normal,0.616,normal
1,R1,7/11/2025 16:00,16,4,1,1,36.5,0,normal,normal,1.092,normal
1,R1,7/11/2025 17:00,17,4,1,1,41.5,1,high,normal,1.044,normal
1,R1,7/11/2025 18:00,18,4,1,1,29.8,1,high,normal,1.003,normal
1,R1,7/11/2025 19:00,19,4,1,1,30.8,1,high,normal,1.002,normal
1,R1,7/11/2025 20:00,20,4,1,1,30.7,1,high,normal,0.903,normal
1,R1,7/11/2025 21:00,21,4,1,1,29.7,1,high,normal,0.827,normal
1,R1,7/11/2025 22:00,22,4,1,1,29.5,1,high,normal,0.854,normal
1,R1,7/11/2025 23:00,23,4,1,1,30.1,0,normal,normal,0.505,normal
1,R1,7/12/2025 0:00,0,5,1,0,25.5,0,low,normal,0.318,normal
1,R1,7/12/2025 1:00,1,5,1,0,25.1,0,low,normal,0.294,normal
1,R1,7/12/2025 2:00,2,5,1,0,24.7,0,low,normal,0.291,normal
1,R1,7/12/2025 3:00,3,5,1,0,23.8,0,low,normal,0.321,normal
1,R1,7/12/2025 4:00,4,5,1,0,24,0,low,normal,0.27,normal
1,R1,7/12/2025 5:00,5,5,1,0,23.1,0,low,normal,0.325,normal
1,R1,7/12/2025 6:00,6,5,1,0,27.4,0,low,normal,0.539,normal
1,R1,7/12/2025 7:00,7,5,1,0,29,0,normal,normal,0.547,normal
1,R1,7/12/2025 8:00,8,5,1,0,30,0,normal,normal,0.528,normal
1,R1,7/12/2025 9:00,9,5,1,0,27.3,0,normal,normal,0.464,normal
1,R1,7/12/2025 10:00,10,5,1,0,27.5,0,normal,normal,0.793,normal
1,R1,7/12/2025 11:00,11,5,1,0,28.6,0,normal,normal,0.446,normal
1,R1,7/12/2025 12:00,12,5,1,0,36.9,0,normal,normal,0.477,normal
1,R1,7/12/2025 13:00,13,5,1,0,37.1,0,normal,normal,0.719,normal
1,R1,7/12/2025 14:00,14,5,1,0,34.9,0,normal,normal,0.592,normal
1,R1,7/12/2025 15:00,15,5,1,0,35.8,0,normal,normal,0.537,normal
1,R1,7/12/2025 16:00,16,5,1,0,36.1,0,normal,normal,1.232,normal
1,R1,7/12/2025 17:00,17,5,1,0,34.5,1,high,normal,0.955,normal
1,R1,7/12/2025 18:00,18,5,1,0,30.3,1,high,normal,1.099,normal
1,R1,7/12/2025 19:00,19,5,1,0,28.5,1,high,normal,1.148,normal
1,R1,7/12/2025 20:00,20,5,1,0,32.9,1,high,normal,0.83,normal
1,R1,7/12/2025 21:00,21,5,1,0,30.7,1,high,normal,0.927,normal
1,R1,7/12/2025 22:00,22,5,1,0,30.3,1,high,normal,0.899,normal
1,R1,7/12/2025 23:00,23,5,1,0,28.9,0,normal,normal,0.537,normal
1,R1,7/13/2025 0:00,0,6,1,0,22.9,0,low,normal,0.295,normal
1,R1,7/13/2025 1:00,1,6,1,0,22.9,0,low,normal,0.261,normal
1,R1,7/13/2025 2:00,2,6,1,0,25.9,0,low,normal,0.292,normal
1,R1,7/13/2025 3:00,3,6,1,0,25.3,0,low,normal,0.279,normal
1,R1,7/13/2025 4:00,4,6,1,0,22.1,0,low,normal,0.533,normal
1,R1,7/13/2025 5:00,5,6,1,0,24.5,0,low,normal,0.271,normal
1,R1,7/13/2025 6:00,6,6,1,0,28.5,0,low,normal,0.515,normal
1,R1,7/13/2025 7:00,7,6,1,0,27.6,0,normal,normal,0.52,normal
1,R1,7/13/2025 8:00,8,6,1,0,31.2,0,normal,normal,0.56,normal
1,R1,7/13/2025 9:00,9,6,1,0,27.8,0,normal,normal,0.456,normal
1,R1,7/13/2025 10:00,10,6,1,0,29.7,0,normal,normal,0.422,normal
1,R1,7/13/2025 11:00,11,6,1,0,30.8,0,normal,normal,0.415,normal
1,R1,7/13/2025 12:00,12,6,1,0,38.4,0,normal,normal,0.446,normal
1,R1,7/13/2025 13:00,13,6,1,0,41.8,0,normal,normal,0.64,normal
1,R1,7/13/2025 14:00,14,6,1,0,40.3,0,normal,normal,0.582,normal
1,R1,7/13/2025 15:00,15,6,1,0,40.2,0,normal,normal,0.618,normal
1,R1,7/13/2025 16:00,16,6,1,0,36.8,0,normal,normal,1.082,normal
1,R1,7/13/2025 17:00,17,6,1,0,34.1,1,high,normal,1.163,normal
1,R1,7/13/2025 18:00,18,6,1,0,33.1,1,high,normal,0.924,normal
1,R1,7/13/2025 19:00,19,6,1,0,35,1,high,normal,1.157,normal
1,R1,7/13/2025 20:00,20,6,1,0,30.8,1,high,normal,0.804,normal
1,R1,7/13/2025 21:00,21,6,1,0,34.9,1,high,normal,0.696,normal
1,R1,7/13/2025 22:00,22,6,1,0,29,1,high,normal,0.757,normal
1,R1,7/13/2025 23:00,23,6,1,0,30.1,0,normal,normal,0.458,normal
1,R1,7/14/2025 0:00,0,0,0,0,22.7,0,low,normal,0.26,normal
1,R1,7/14/2025 1:00,1,0,0,0,23.9,0,low,normal,0.261,normal
1,R1,7/14/2025 2:00,2,0,0,0,25.2,0,low,normal,0.276,normal
1,R1,7/14/2025 3:00,3,0,0,0,23.4,0,low,normal,0.261,normal
1,R1,7/14/2025 4:00,4,0,0,0,25.6,0,low,normal,0.253,normal
1,R1,7/14/2025 5:00,5,0,0,0,24.2,0,low,normal,0.236,normal
1,R1,7/14/2025 6:00,6,0,0,0,29.8,0,low,normal,0.796,normal
1,R1,7/14/2025 7:00,7,0,0,0,31.7,0,normal,normal,0.479,normal
1,R1,7/14/2025 8:00,8,0,0,0,27.6,0,normal,normal,0.484,normal
1,R1,7/14/2025 9:00,9,0,0,0,31.6,0,normal,normal,0.375,normal
1,R1,7/14/2025 10:00,10,0,0,0,28.5,0,normal,normal,0.366,normal
1,R1,7/14/2025 11:00,11,0,0,0,28.7,0,normal,normal,0.422,normal
1,R1,7/14/2025 12:00,12,0,0,0,38.8,0,normal,normal,0.403,normal
1,R1,7/14/2025 13:00,13,0,0,0,41.2,0,normal,normal,0.49,normal
1,R1,7/14/2025 14:00,14,0,0,0,38.6,0,normal,normal,0.576,normal
1,R1,7/14/2025 15:00,15,0,0,0,39.2,0,normal,normal,0.515,normal
